date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:14:04	11157/11157	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202017%2020:34:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-192x192.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-192x192.png	(from https://www.twelvershia.net/)
15:14:05	10444/10444	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202017%2020:34:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-180x180.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/cropped-twelvershia.net_favicon_0-180x180.png	(from https://www.twelvershia.net/)
15:14:05	28201/28201	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202017%2014:38:06%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/bannerPNGnew-1.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/bannerPNGnew-1.png	(from https://www.twelvershia.net/)
15:14:05	18263/18263	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Oct%202020%2014:53:56%20GMT	https://www.twelvershia.net/wp-content/uploads/2020/10/SD_Logo_nobackground_notext-150x150.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2020/10/SD_Logo_nobackground_notext-150x150.png	(from https://www.twelvershia.net/)
15:14:05	736189/736189	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Dec%202018%2014:57:23%20GMT	https://www.twelvershia.net/wp-content/uploads/2018/12/distortions_saduq_slidebanner.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2018/12/distortions_saduq_slidebanner.png	(from https://www.twelvershia.net/)
15:14:05	74418/74418	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:46:41%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/12reasons.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/12reasons.jpg	(from https://www.twelvershia.net/)
15:14:06	70931/70931	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:45:04%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/imamah_early_Shia-2.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/imamah_early_Shia-2.jpg	(from https://www.twelvershia.net/)
15:14:06	77616/77616	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:38:01%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/fadak.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/fadak.jpg	(from https://www.twelvershia.net/)
15:14:06	88612/88612	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:06%20GMT	https://www.twelvershia.net/category/quran/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/quran/index.html	(from https://www.twelvershia.net/)
15:14:06	4760/4760	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202017%2016:52:31%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-326x240.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-326x240.png	(from https://www.twelvershia.net/)
15:14:07	2488/2488	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2013:35:33%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/tahreef-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/tahreef-80x60.jpg	(from https://www.twelvershia.net/)
15:14:07	11100/11100	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Mar%202017%2015:06:45%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/TSnet-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/TSnet-80x60.jpg	(from https://www.twelvershia.net/)
15:14:07	3139/3139	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202017%2016:52:31%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-80x60.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/12/ts_featured_image-80x60.png	(from https://www.twelvershia.net/)
15:14:07	89630/89630	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:07%20GMT	https://www.twelvershia.net/category/hadith/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/hadith/index.html	(from https://www.twelvershia.net/)
15:14:07	2195/2195	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2013:36:12%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/karbala-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/karbala-80x60.jpg	(from https://www.twelvershia.net/)
15:14:08	1946/1946	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:13:03%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/penpaper-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/penpaper-80x60.jpg	(from https://www.twelvershia.net/)
15:14:08	1755/1755	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jun%202020%2016:36:02%20GMT	https://www.twelvershia.net/wp-content/uploads/2020/06/ThaqalaynWhats-80x60.jpeg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2020/06/ThaqalaynWhats-80x60.jpg	(from https://www.twelvershia.net/)
15:14:08	88474/88474	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:08%20GMT	https://www.twelvershia.net/category/imamah/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/imamah/index.html	(from https://www.twelvershia.net/)
15:14:08	1588/1588	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202017%2022:10:26%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/03/the-footprints-of-prophet-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/03/the-footprints-of-prophet-80x60.jpg	(from https://www.twelvershia.net/)
15:14:09	3208/3208	---M--	200	added ('OK')	image/gif	date:Sun,%2024%20Mar%202019%2001:31:05%20GMT	https://www.twelvershia.net/wp-content/plugins/email-subscribers/public/images/spinner.gif	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/plugins/email-subscribers/public/images/spinner.gif	(from https://www.twelvershia.net/)
15:14:09	11073/11073	---M--	200	added ('OK')	image/gif	date:Fri,%2027%20Jan%202017%2019:40:51%20GMT	https://www.twelvershia.net/wp-content/uploads/2015/01/dua_kumayl.gif	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2015/01/dua_kumayl.gif	(from https://www.twelvershia.net/)
15:14:09	1932/1932	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2021:46:42%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/12reasons-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/12reasons-80x60.jpg	(from https://www.twelvershia.net/)
15:14:09	86415/86415	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:09%20GMT	https://www.twelvershia.net/category/taqiyyah/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/taqiyyah/index.html	(from https://www.twelvershia.net/)
15:14:10	50382/50382	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:10%20GMT	https://www.twelvershia.net/contact-us/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/contact-us/index.html	(from https://www.twelvershia.net/)
15:14:10	88963/88963	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:10%20GMT	https://www.twelvershia.net/category/fadhail/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/category/fadhail/index.html	(from https://www.twelvershia.net/)
15:14:10	125484/125484	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Dec%202015%2013:48:40%20GMT	https://www.twelvershia.net/wp-content/uploads/2015/11/karbala4.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2015/11/karbala4.jpg	(from https://www.twelvershia.net/)
15:14:10	1646/1646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2022:03:42%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/Taqiyyah-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/Taqiyyah-80x60.jpg	(from https://www.twelvershia.net/)
15:14:10	2047/2047	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Mar%202017%2016:50:13%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/03/Mahdi-title-80x60.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/03/Mahdi-title-80x60.jpg	(from https://www.twelvershia.net/)
15:14:11	107018/107018	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:11%20GMT	https://www.twelvershia.net/articles/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/articles/index.html	(from https://www.twelvershia.net/)
15:14:11	20009/20009	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2013:36:11%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/karbala-326x245.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/karbala-326x245.jpg	(from https://www.twelvershia.net/)
15:14:11	25708/25708	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Mar%202017%2014:57:50%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/TSnet-326x245.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/TSnet-326x245.jpg	(from https://www.twelvershia.net/)
15:14:11	13175/13175	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202017%2003:56:37%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/abufadl-326x245.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/abufadl-326x245.jpg	(from https://www.twelvershia.net/)
15:14:11	77847/77847	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:12%20GMT	https://www.twelvershia.net/popular-topics/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/popular-topics/index.html	(from https://www.twelvershia.net/)
15:14:12	71393/71393	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:12%20GMT	https://www.twelvershia.net/in-defense-of-the-companions/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/in-defense-of-the-companions/index.html	(from https://www.twelvershia.net/)
15:14:12	73819/73819	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/refutations/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/refutations/index.html	(from https://www.twelvershia.net/)
15:14:12	214268/214268	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202013%2007:17:49%20GMT	https://www.twelvershia.net/wp-content/uploads/2013/04/yuqalibuha.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2013/04/yuqalibuha.jpg	(from https://www.twelvershia.net/)
15:14:13	69491/69491	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/lectures-on-shias/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/lectures-on-shias/index.html	(from https://www.twelvershia.net/)
15:14:13	82167/82167	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/2025/02/22/15-accusing-dawud-al-zahiri/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/22/15-accusing-dawud-al-zahiri/index.html	(from https://www.twelvershia.net/)
15:14:13	61305/61305	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Sep%202016%2002:19:22%20GMT	https://www.twelvershia.net/wp-content/uploads/2016/09/ghayat.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2016/09/ghayat.jpg	(from https://www.twelvershia.net/)
15:14:13	9162/9162	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2022:03:42%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/Taqiyyah-326x245.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/Taqiyyah-326x245.jpg	(from https://www.twelvershia.net/)
15:14:13	10112/10112	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Apr%202019%2008:42:34%20GMT	https://www.twelvershia.net/wp-content/uploads/2019/04/sahih_maqtal_hussain-80x60.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2019/04/sahih_maqtal_hussain-80x60.png	(from https://www.twelvershia.net/)
15:14:13	96865/96865	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:13%20GMT	https://www.twelvershia.net/2025/02/15/14-the-misattribution-of-maqatil-al-talibiyyin/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/15/14-the-misattribution-of-maqatil-al-talibiyyin/index.html	(from https://www.twelvershia.net/)
15:14:14	82956/82956	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Aug%202025%2012:14:14%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/twelvershia.net_telegram-150x150.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/twelvershia.net_telegram-150x150.png	(from https://www.twelvershia.net/)
15:14:14	26346/26346	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Mar%202017%2014:29:32%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/forumsidebar-150x150.jpg	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/forumsidebar-150x150.jpg	(from https://www.twelvershia.net/)
15:14:14	117183/117183	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:14%20GMT	https://www.twelvershia.net/2025/02/08/13-thalaba-ibn-abi-malik-ra-and-the-continuity-of-answering-ansars-deception/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/02/08/13-thalaba-ibn-abi-malik-ra-and-the-continuity-of-answering-ansars-deception/index.html	(from https://www.twelvershia.net/)
15:14:14	35770/35770	---M--	200	added ('OK')	image/gif	date:Mon,%2027%20Jan%202025%2018:29:20%20GMT	https://www.twelvershia.net/wp-content/uploads/2025/01/sfense-final-logo.gif	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2025/01/sfense-final-logo.gif	(from https://www.twelvershia.net/)
15:14:14	58324/58324	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202017%2011:21:45%20GMT	https://www.twelvershia.net/wp-content/uploads/2017/02/sunnidefense.png	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/uploads/2017/02/sunnidefense.png	(from https://www.twelvershia.net/)
15:14:14	81996/81996	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:15%20GMT	https://www.twelvershia.net/2025/01/31/12-misquoting-al-najibabadi-to-defame-muawiya-ra/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/01/31/12-misquoting-al-najibabadi-to-defame-muawiya-ra/index.html	(from https://www.twelvershia.net/)
15:14:15	14440/14440	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2002%20May%202020%2011:14:17%20GMT	https://www.twelvershia.net/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.7	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/wp-content/plugins/contact-form-7/includes/js/scripts6725.js	(from https://www.twelvershia.net/)
15:14:17	163213/163213	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:15%20GMT	https://www.twelvershia.net/2025/01/27/11-shii-scholars-and-the-authenticity-of-their-texts-2/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2025/01/27/11-shii-scholars-and-the-authenticity-of-their-texts-2/index.html	(from https://www.twelvershia.net/)
15:14:17	72152/72152	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:16%20GMT	https://www.twelvershia.net/sdm_downloads/the-distortions-of-al-saduq/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/sdm_downloads/the-distortions-of-al-saduq/index.html	(from https://www.twelvershia.net/)
15:14:18	127415/127415	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:16%20GMT	https://www.twelvershia.net/2016/11/10/12-reasons-leave-shiasm/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2016/11/10/12-reasons-leave-shiasm/index.html	(from https://www.twelvershia.net/)
15:14:18	110619/110619	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2012:14:17%20GMT	https://www.twelvershia.net/2017/02/11/understanding-imamate-early-shia-society/	D:/Website%20Archives%20HTTTrack/twelvershia.net/www.twelvershia.net/2017/02/11/understanding-imamate-early-shia-society/index.html	(from https://www.twelvershia.net/)
