date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:37	71075/71075	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:37%20GMT	http://www.asharis.com/creed/articles/crnyl-al-qadi-abd-al-wahhaab-al-malikee-d-422h-explains-the-aqidah-of-ibn-abi-zayd-al-.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/crnyl-al-qadi-abd-al-wahhaab-al-malikee-d-422h-explains-the-aqidah-of-ibn-abi-zayd-al-.html	(from https://www.asharis.com/creed/)
14:58:37	114462/114462	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:37%20GMT	http://www.asharis.com/creed/articles/btogo-barelwi-mullah-asrar-rashid-flees-on-his-heels-and-commits-academic-fraud-on-his.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/btogo-barelwi-mullah-asrar-rashid-flees-on-his-heels-and-commits-academic-fraud-on-his.html	(from https://www.asharis.com/creed/)
14:58:38	117502/117502	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:37%20GMT	http://www.asharis.com/creed/articles/cgkfw-barelwi-mullah-asrar-rashid-flees-on-his-heels-and-commits-academic-fraud-on-his.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/cgkfw-barelwi-mullah-asrar-rashid-flees-on-his-heels-and-commits-academic-fraud-on-his.html	(from https://www.asharis.com/creed/)
14:58:38	118551/118551	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:38%20GMT	http://www.asharis.com/creed/articles/alnor-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/alnor-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:38	136382/136382	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:38%20GMT	http://www.asharis.com/creed/articles/aesop-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/aesop-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:39	113100/113100	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:38%20GMT	http://www.asharis.com/creed/articles/zyscp-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/zyscp-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:39	128569/128569	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:39%20GMT	http://www.asharis.com/creed/articles/gbokn-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/gbokn-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:40	98768/98768	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:39%20GMT	http://www.asharis.com/creed/articles/rwbhe-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/rwbhe-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:40	94476/94476	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:39%20GMT	http://www.asharis.com/creed/articles/ajona-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/ajona-analysis-of-the-statement-of-asrar-rashid-birmingham-concerning-the-creed-of-the.html	(from https://www.asharis.com/creed/)
14:58:40	134125/134125	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:40%20GMT	http://www.asharis.com/creed/articles/mbeif-muhammad-anwar-shah-al-kashmiri-al-deobandi-al-maturidi-on-abu-hanifah-al-bukhar.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/mbeif-muhammad-anwar-shah-al-kashmiri-al-deobandi-al-maturidi-on-abu-hanifah-al-bukhar.html	(from https://www.asharis.com/creed/)
14:58:41	159213/159213	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:40%20GMT	http://www.asharis.com/creed/articles/wfiba-muhammad-anwar-shah-al-kashmiri-al-deobandi-al-maturidi-on-abu-hanifah-al-bukhar.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/wfiba-muhammad-anwar-shah-al-kashmiri-al-deobandi-al-maturidi-on-abu-hanifah-al-bukhar.html	(from https://www.asharis.com/creed/)
14:58:41	97271/97271	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:40%20GMT	http://www.asharis.com/creed/articles/nsiuy-aqidah-gems-from-imam-al-tabaris-works-part-5---concerning-allaahs-istiwaa-after.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/nsiuy-aqidah-gems-from-imam-al-tabaris-works-part-5---concerning-allaahs-istiwaa-after.html	(from https://www.asharis.com/creed/)
14:58:41	88229/88229	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:42%20GMT	http://www.asharis.com/creed/articles/orfkd-aqidah-gems-from-imam-al-tabaris-works-part-4---allaahs-place-makaan-and-tanaqqu.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/orfkd-aqidah-gems-from-imam-al-tabaris-works-part-4---allaahs-place-makaan-and-tanaqqu.html	(from https://www.asharis.com/creed/)
14:58:42	99223/99223	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:42%20GMT	http://www.asharis.com/creed/articles/zrfjw-aqidah-gems-from-imam-al-tabaris-works-part-3---the-sifaat-filiyyah-such-as-isti.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/zrfjw-aqidah-gems-from-imam-al-tabaris-works-part-3---the-sifaat-filiyyah-such-as-isti.html	(from https://www.asharis.com/creed/)
14:58:42	98248/98248	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:42%20GMT	http://www.asharis.com/creed/articles/uzpzd-aqidah-gems-from-imam-al-tabaris-works-part-2---refuting-the-mutazilah-on-the-su.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/uzpzd-aqidah-gems-from-imam-al-tabaris-works-part-2---refuting-the-mutazilah-on-the-su.html	(from https://www.asharis.com/creed/)
